time,time_s,VCU_INV_Direction_Command,VCU_INV_Inverter_Discharge,VCU_INV_Inverter_Enable,VCU_INV_RollingCounter,VCU_INV_Speed_Command,VCU_INV_Speed_Mode_Enable,VCU_INV_Torque_Command,VCU_INV_Torque_Limit_Command
2026-08-22T22:21:29.952Z,2.216,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:29.963Z,2.227,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:29.984Z,2.248,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:29.984Z,2.248,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:29.995Z,2.259,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.016Z,2.28,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.016Z,2.28,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.026Z,2.29,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.047Z,2.311,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.047Z,2.311,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.058Z,2.322,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.078Z,2.342,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.078Z,2.342,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.089Z,2.353,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.110Z,2.374,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.110Z,2.374,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.121Z,2.385,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.127Z,2.391,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.143Z,2.407,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.152Z,2.416,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.157Z,2.421,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.170Z,2.434,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.179Z,2.443,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.198Z,2.462,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.211Z,2.475,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.218Z,2.482,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.220Z,2.484,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.232Z,2.496,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.237Z,2.501,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.253Z,2.517,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.264Z,2.528,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.268Z,2.532,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.283Z,2.547,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.292Z,2.556,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.310Z,2.574,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.310Z,2.574,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.321Z,2.585,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.342Z,2.606,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.342Z,2.606,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.354Z,2.618,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.374Z,2.638,0,0,0,2,0,0,0.0,0.0
